audit_bucket,post_url,final_decision,confidence,tier,model,exclusion_reason,is_wedding,is_real_wedding,is_chicago,is_credible_source,event_date,event_date_confidence,owner_username,archetype,is_wedding_industry,location_tag,likes_count,post_timestamp,evidence,caption_excerpt,hashtags
random_50,https://www.instagram.com/p/DbFNDBgFcWl/,REVIEW,0.5,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,,t,,,rockymq1,wedding_videographer,t,,196,2026-07-22 04:12:33,"[{""claim"": ""is_wedding"", ""signal"": ""SEAN • FRANKIE• WEDDING DAY | A stormy day didn't keep us from taking photos."", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""Named couple Sean and Frankie with explicit 'WEDDING DAY' language and specific detail about weather during shoot"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior wedding_videographer confidence 0.85, own profile posting"", ""source_field"": ""account_category""}, {""claim"": ""is_chicago uncertain"", ""signal"": ""hashtag #chicagoweddingphotographer and #chicagowedding reference vendor branding, no location_tag or venue named for the actual event"", ""source_field"": ""hashtags""}, {""claim"": ""vendor_city Chicago"", ""signal"": ""vendor_city: Chicago (home base of vendor, not necessarily wedding location)"", ""source_field"": ""account_bio""}]",SEAN • FRANKIE• WEDDING DAY | A stormy day didn’t keep us from taking photos. #chicagowedding #chicagoweddingphotographer #weddingfilm #rainywedding #brideandgroom,"[""chicagowedding"", ""chicagoweddingphotographer"", ""weddingfilm"", ""rainywedding"", ""brideandgroom""]"
random_50,https://www.instagram.com/p/DbwMg9uE3yZ/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,stunningandbrilliantevents,wedding_planner,t,The Adler Planetarium,0,2026-08-07 20:55:42,"[{""claim"": ""is_wedding"", ""signal"": ""Every love story deserves its supporting cast."", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior: wedding_planner (confidence 0.85), own profile posting"", ""source_field"": ""account_bio""}, {""claim"": ""is_credible_source"", ""signal"": ""Photography by @nicolemoriscophotography - confirmed vendor in known_vendor_mentions"", ""source_field"": ""mentions""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag: The Adler Planetarium (Chicago venue)"", ""source_field"": ""location_tag""}, {""claim"": ""is_real_wedding thin evidence"", ""signal"": ""Caption only references a dog as 'supporting cast' with no named couple, no explicit wedding language, no event date"", ""source_field"": ""caption""}]","Every love story deserves its supporting cast. 🐶✨⁠
.⁠
.⁠
.⁠
Photography by @nicolemoriscophotography",
random_50,https://www.instagram.com/p/C5GM51khZ7d/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,,t,,,emmavarleyphotography,wedding_photographer,t,,,2024-03-29 11:43:08,"[{""claim"": ""is_wedding"", ""signal"": ""\""I love to reminisce on their wedding day!\"""", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""Named couple Morgan and Zac, explicit wedding day reference, photographer describing working with them personally"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior wedding_photographer confidence 0.98, vendor_category photographer"", ""source_field"": ""account_category""}, {""claim"": ""is_chicago missing"", ""signal"": ""No location_tag, no venue or city mentioned about the event itself"", ""source_field"": ""location_tag""}, {""claim"": ""vendor_city not proof of event location"", ""signal"": ""vendor_city Chicago is the photographer's home base, not the wedding location"", ""source_field"": ""account_bio""}]",Morgan and Zac have the special kind of love that anyone could see from across the room! Truly some of the most rock solid and down to earth people I ever had the honor of working with. I love to reminisce on their wedding day! 💛,
random_50,https://www.instagram.com/p/C7ojZzDsL28/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,emmavarleyphotography,wedding_photographer,t,"Chicago, Illinois",71,2024-05-31 12:56:42,"[{""claim"": ""is_wedding"", ""signal"": ""Caption references a named couple ('Emily and Brian') and her dress, photographed by a wedding photographer"", ""source_field"": ""caption""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag: Chicago, Illinois"", ""source_field"": ""location_tag""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior: wedding_photographer (confidence 0.98), posting own work"", ""source_field"": ""account_bio""}, {""claim"": ""is_real_wedding_uncertain"", ""signal"": ""Caption calls them 'two together' and praises the dress, but never explicitly says 'wedding day' or confirms this is a wedding shoot vs. engagement/couples session"", ""source_field"": ""caption""}]","Emily and Brian downtown Chicago 💛 Not only do I love love love her dress! But I also adore these two together, such big sweethearts! 

*
*
*
Chicago Wedding photographer, Chicago photographer, West Michigan photographer, West Michigan wedding photographer, Midwest wedding photographer",
random_50,https://www.instagram.com/p/DK5qRWyNf__/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,,,t,t,,,dj.oza,wedding_videographer,t,University Club of Chicago,9,2025-06-15 00:50:00,"[{""claim"": ""is_credible_source"", ""signal"": ""vendor_rating 5 (130 reviews), vendor_category dj_music, account_archetype_prior wedding_videographer (0.92)"", ""source_field"": ""account_rating""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag: University Club of Chicago"", ""source_field"": ""location_tag""}, {""claim"": ""ambiguous_event_type"", ""signal"": ""caption 'DJ’ing Reception' with no couple name or explicit wedding language"", ""source_field"": ""caption""}]",DJ’ing Reception,
random_50,https://www.instagram.com/p/Cu94bLfLTU_/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,loftlucia,wedding_venue,t,Loft Lucia,316,2023-07-21 16:56:19,"[{""claim"": ""is_wedding"", ""signal"": ""This was such a dreamy wedding!"", ""source_field"": ""caption""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag: Loft Lucia (Chicago West Loop venue), hashtags #westloop #westloopchicago"", ""source_field"": ""location_tag""}, {""claim"": ""is_credible_source"", ""signal"": ""Posting account is the venue itself, Loft Lucia, vendor_category=venue, rating 4.7 (258 reviews)"", ""source_field"": ""account_category""}, {""claim"": ""is_real_wedding thin evidence"", ""signal"": ""Only generic caption 'This was such a dreamy wedding!' plus florist mention @thelocalpetaler and generic wedding hashtags, no named couple or specific event detail"", ""source_field"": ""caption""}]",This was such a dreamy wedding!✨ Floral by @thelocalpetaler #boutiquebride #weddingfloral #weddingflorist #flowerarch #floralarrangements #weddingvenue #wedding #weddinginspiration #weddingreceptiondecor #weddingreceptionideas #luxury #marriage #love #flowers #chicagobride #chicagowedding #chicagoweddingvenues #rooftops #venuedecor #weddingvenue #westloop #westloopchicago,"[""boutiquebride"", ""weddingfloral"", ""weddingflorist"", ""flowerarch"", ""floralarrangements"", ""weddingvenue"", ""wedding"", ""weddinginspiration"", ""weddingreceptiondecor"", ""weddingreceptionideas"", ""luxury"", ""marriage"", ""love"", ""flowers"", ""chicagobride"", ""chicagowedding"", ""chicagoweddingvenues"", ""rooftops"", ""venuedecor"", ""westloop"", ""westloopchicago""]"
random_50,https://www.instagram.com/p/DbIxsepGmiq/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,311pazzos,wedding_venue,t,,5,2026-07-23 14:30:11,"[{""claim"": ""is_wedding"", ""signal"": ""#wedding, #chicagowedding, caption referencing love/wedding theme"", ""source_field"": ""hashtags""}, {""claim"": ""is_credible_source"", ""signal"": ""posting account is venue @311pazzos, own profile posting"", ""source_field"": ""account_bio""}, {""claim"": ""photographer credited is a known vendor"", ""signal"": ""@twa_weddingphotographers tagged, confirmed in-metro photographer"", ""source_field"": ""mentions""}, {""claim"": ""is_chicago"", ""signal"": ""#wackerdrive #loopwedding #chicagoevents hashtags referencing Chicago Loop location"", ""source_field"": ""hashtags""}, {""claim"": ""thin evidence for real wedding"", ""signal"": ""caption is generic romantic copy ('100% chance of love') with no named couple or specific event details, only hashtags and photographer credit"", ""source_field"": ""caption""}]","Today’s forecast: 100% chance of love.🤍☂️
📸: @twa_weddingphotographers 

#pazzos #wedding #wackerdrive #chicagowedding #loopwedding #chicagoevents","[""pazzos"", ""wedding"", ""wackerdrive"", ""chicagowedding"", ""loopwedding"", ""chicagoevents""]"
random_50,https://www.instagram.com/p/DOg45FRDvNZ/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,venuelogic,wedding_venue,t,Bridgeport Art Center,53,2025-09-12 19:27:02,"[{""claim"": ""is_wedding"", ""signal"": ""caption references wedding venue and design, hashtags like #chicagowedding, #chicagoweddingceremony"", ""source_field"": ""hashtags""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag: Bridgeport Art Center; venue mention @bridgeportartcenter with in_metro true"", ""source_field"": ""location_tag""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior wedding_venue confidence 0.95, posting own venue account"", ""source_field"": ""account_category""}, {""claim"": ""multi-vendor stack present"", ""signal"": ""Photographer, Planning, Catering, Design, Florals, DJ, Hair & Makeup all credited for same event"", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding uncertain - no named couple or explicit wedding date/description"", ""signal"": ""caption is purely aesthetic description: 'Clean architecture, natural light, and built-in photo moments around every corner.' with no couple name or event date"", ""source_field"": ""caption""}]","Clean architecture, natural light, and built-in photo moments around every corner. 

•

Venue: @bridgeportartcenter - Skyline Loft 
Venue Management & Bar: @venuelogic 
Photographer: @mayahleephotography 
Planning: @bridget_mary_weddings 
Catering: @cateredbydesign 
Design: @art_imagination 
Florals: @yourdayfloral 
DJ/Sax: @luniksentertainment 
Hair & Makeup: @bridalartistryteam 

•

#chicagowedd","[""chicagowedding"", ""chicagoweddings"", ""chicagoweddingvenue"", ""chicagovendors"", ""chicagovenues"", ""chicagovenue"", ""chicagoweddingvenues"", ""chicagoweddinginspo"", ""chicagoweddinginspiration"", ""chicagoweddingideas"", ""chicagoeventspace"", ""chicagoweddingceremony"", ""chicagoweddingstyle"", ""illinoiswedding"", ""illinoisweddings"", ""illinoisvenue"", ""illinoisweddingvenue"", ""illinoisbride"", ""chicagosummerwedding"", ""chicagocouple"", ""ido"", ""chicagoceremony"", ""fallweddinginspo"", ""bridgeportartcenter"", ""bridgeportartcenterwedding"", ""skylineloft"", ""venuelogic"", ""bridgeportchicago"", ""venuelogicchicago""]"
random_50,https://www.instagram.com/p/DN4AM9-CTeI/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,t,t,,,cailynnwolfgangphoto,wedding_photographer,t,Galleria Marchetti,50,2025-08-27 22:22:04,"[{""claim"": ""is_wedding"", ""signal"": ""Putting final touches on a wedding gallery feels like that moment you hit the dance floor as husband and wife for the first time"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""account_archetype_prior wedding_photographer (confidence 0.98)"", ""source_field"": ""account_category""}, {""claim"": ""is_chicago"", ""signal"": ""location_tag Galleria Marchetti, Chicago venue"", ""source_field"": ""location_tag""}, {""claim"": ""is_real_wedding_thin_evidence"", ""signal"": ""No named couple, no specific event details, generic reflection on editing a gallery with only hashtags as supporting context"", ""source_field"": ""caption""}]","Putting final touches on a wedding gallery feels like that moment you hit the dance floor as husband and wife for the first time 💃🏻

Can’t wait to share more!! 

#chicagoweddingphotographer #chicagofilmphotographer #chicagoengagementphotographer #chicagoelopementphotographer #chicagophotographer #luxuryweddingphotographer #luxuryweddingplanner #luxuryweddingflorals #galleriamarchetti #chicagoil","[""chicagoweddings"", ""luxuryweddingphotographer"", ""chicagoweddingphotographer"", ""weddingphotography"", ""chicagobride"", ""luxuryweddings"", ""windycityweddings"", ""chicagoweddingvenue"", ""weddingday"", ""bridetobe"", ""chicagolove"", ""weddinginspo"", ""chicagoweddingplanner"", ""luxurylifestyle"", ""weddingdress"", ""chicagoengagement"", ""weddingdetails"", ""chicagoweddingvendor"", ""fineartweddings"", ""weddingmoments"", ""chicagofilmphotographer"", ""chicagoengagementphotographer"", ""chicagoelopementphotographer"", ""chicagophotographer"", ""luxuryweddingplanner"", ""luxuryweddingflorals"", ""galleriamarchetti"", ""chicagoil""]"
random_50,https://www.instagram.com/p/DZq7CSzjd03/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,t,,t,,,hair_byaida_,wedding_other_vendor,t,,109,2026-06-17 02:43:31,"[{""claim"": ""is_wedding"", ""signal"": ""Soft waves, happy tears, forever starts here!!! Thank you for letting me be part of your special day!!!"", ""source_field"": ""caption""}, {""claim"": ""is_real_wedding"", ""signal"": ""Bridal hair vendor describing being part of a specific client's special day, plus makeup artist credited for same event"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""Posting account is the vendor's own profile, account_archetype_prior wedding_other_vendor 0.92"", ""source_field"": ""account_bio""}, {""claim"": ""known vendor corroboration"", ""signal"": ""nia.dynasty tagged as makeup, confirmed vendor in graph"", ""source_field"": ""mentions""}, {""claim"": ""is_chicago uncertain"", ""signal"": ""hashtag #ChicagoBride suggests Chicago but no location tag or venue confirming wedding location; vendor_city Chicago is vendor's home base, not wedding location"", ""source_field"": ""hashtags""}]","Soft waves, happy tears, forever starts here!!!🤍🥂 
Thank you for letting me be part of your special day!!!

#HairByAida #BridalHair #WeddingHair #ChicagoBride #BrideEra 
Hair: @hair_byaida_ 
Makeup: @nia.dynasty","[""hairbyaida"", ""bridalhair"", ""weddinghair"", ""chicagobride"", ""brideera""]"
random_50,https://www.instagram.com/p/DCPxn-USHqR/,REVIEW,0.4,expensive_model,anthropic/claude-sonnet-5,insufficient_evidence,t,,,t,,,laurenashleystudios,wedding_photographer,t,Sanctuary Plainfield,2027,2024-11-11 21:39:43,"[{""claim"": ""is_wedding"", ""signal"": ""her intricate dress... #WeddingPhotography"", ""source_field"": ""caption""}, {""claim"": ""is_credible_source"", ""signal"": ""vendor_category photographer, 5 stars 142 reviews, account_archetype_prior wedding_photographer 0.98"", ""source_field"": ""account_bio""}, {""claim"": ""location_tag present but ambiguous city"", ""signal"": ""Sanctuary Plainfield"", ""source_field"": ""location_tag""}, {""claim"": ""no couple named or explicit wedding day language beyond dress/venue aesthetic"", ""signal"": ""caption focuses on lighting technique, not event specifics"", ""source_field"": ""caption""}]","Sometimes, hard light creates the most magical photographs. When I saw the sunlight casting those beautiful patterns through the window onto the floor, I ran to capture it! After photographing for so long, I often SEE the shot in my mind before even pressing the shutter (most of the time 😂). The chandelier overhead was such a stunning element, but the true star was her intricate dress that caught ","[""HardLight"", ""WeddingPhotography"", ""chicagoweddingphotographer""]"
